8	8
13	13
22	22
41	7176
46	18851
55	55
82	25415
83	83
84	4883
93	93
94	5514
32864	32864
99	99
107	107
109	109
110	110
111	111
112	20131
117	26423
121	121
125	125
127	110
128	11681
130	130
132	132
32906	32906
145	145
146	6068
149	149
151	601
152	546
154	154
157	37975
159	24734
32943	18890
189	20346
206	206
210	2780
212	212
32981	27846
213	213
236	5316
243	1775
263	263
264	6061
279	279
294	2187
33073	13888
314	314
33082	32659
33084	31680
373	727
375	13861
376	376
379	5262
380	7292
383	530
385	424
386	386
387	387
388	388
389	17374
392	3851
397	1873
398	24042
401	31909
403	403
404	404
405	405
406	406
408	9126
409	409
413	3520
414	414
415	20378
417	417
419	32564
421	421
422	422
424	40443
425	425
428	14274
33198	18677
431	9876
432	432
430	605
437	109
440	440
450	450
451	451
33227	26946
33228	8566
468	468
470	470
475	475
476	2861
477	477
480	492
482	1379
487	2034
489	489
490	490
491	491
492	81
493	475
495	29755
499	499
505	505
506	506
507	507
509	1106
512	14
514	514
517	514
520	520
523	514
525	8374
526	526
527	3820
528	528
529	9724
531	531
524	524
533	533
535	1188
538	14099
540	514
541	512
546	600
552	12218
553	553
555	6847
574	574
576	4153
580	580
582	34967
587	15841
33356	16059
591	591
592	22666
593	593
594	4400
595	149
33363	26419
598	600
600	6068
601	601
602	602
604	604
605	605
606	606
607	607
609	609
613	613
33383	34846
611	611
33385	33385
621	28047
623	12582
638	5907
641	641
649	15808
33423	13935
33446	42359
688	14965
695	5967
711	711
721	721
722	722
727	727
729	729
735	735
774	17374
33544	33544
778	778
784	784
786	22324
787	787
788	788
791	791
792	792
799	6444
801	18242
802	802
805	3648
806	5947
804	804
809	809
815	815
817	817
818	818
33588	32564
824	824
826	826
829	30538
830	830
831	831
832	33385
840	3257
848	848
852	852
857	881
863	7035
33633	33633
868	6911
869	869
866	10197
872	7973
876	876
877	4845
878	878
879	213
887	887
893	893
895	12437
896	12437
33665	33665
908	13797
913	14375
920	920
33689	16706
922	17205
921	15051
33692	33692
33705	5146
33713	5146
33720	12033
953	8316
978	12440
1018	12574
33794	36720
1028	1456
1033	11129
1040	35001
33810	39226
1045	7549
33835	33835
33843	31266
33844	25549
1079	1079
1080	475
33849	33849
1083	1084
1084	5754
1086	1086
1087	1086
1089	1089
1082	2398
1093	1521
1095	4851
33865	13280
1102	1102
1103	23909
1106	1106
33876	12815
1110	4851
1119	1119
1135	2977
1142	1142
1155	12643
1157	32661
1172	1172
33946	33946
1180	1180
1192	1192
33961	22456
1199	514
1200	1206
1202	535
1205	1205
1208	489
1210	35052
33985	33985
33991	17487
1241	28875
1242	1935
1243	1243
1245	13317
34018	34018
34020	14097
1265	1265
1266	1795
1267	1267
1283	5908
34053	34053
1289	1289
34064	34064
1297	11508
1298	1298
1299	1299
1301	1301
1302	1302
1303	1082
34072	34072
1305	13439
1306	6848
1304	1304
1307	1307
1311	13669
1308	6836
1312	1739
1326	2861
1336	18398
34112	34112
1356	1356
1359	12817
1360	6891
1372	1372
1373	20378
1374	407
1379	1379
1384	2583
1385	25214
1389	12455
1390	1390
1403	509
1404	1404
1406	1406
1407	15262
1412	1412
1413	1413
1415	475
1416	1530
1417	2398
1419	499
1425	3062
1428	1428
1429	5277
1430	1430
1433	1433
1436	1471
1443	23922
1444	1444
1445	18792
1447	8929
1449	1416
1451	16702
1452	1452
1453	1471
1455	1455
1456	1460
1457	2174
1458	1458
1460	1460
1461	509
1462	1462
1463	11173
1465	1465
1468	1468
1469	1436
1470	9068
1471	1517
1474	1524
1475	1475
1478	1487
1481	22366
1487	1545
1490	1490
1492	1492
1493	1524
1494	1471
1498	1498
1501	1471
1505	1505
1508	3886
1509	21204
1510	39781
1512	1512
1513	1513
1515	8472
1516	7336
1517	1453
1519	1545
1520	1520
1521	1521
1522	1542
1523	1523
1524	1528
1526	12240
1527	1527
1528	1460
1530	1415
1531	1531
1532	7043
1542	1612
1545	1513
1547	1547
1553	1553
1558	2043
1561	1561
1562	12560
1564	1564
1565	17611
1566	7718
1569	1569
1570	3822
1574	1574
1586	4833
1587	11743
1589	1740
1591	12899
1593	15353
1595	2765
1596	1596
1597	1425
34368	36776
34369	19417
1605	1513
1606	26339
1607	1607
1609	5871
1610	1815
1611	1611
1614	18411
1618	1618
1619	23909
1621	20400
1623	1623
34395	27188
1631	1631
34403	34403
34410	34410
34421	11650
1655	3004
1660	3435
1662	1662
34444	21378
34446	23596
34447	34447
34448	26869
1682	3435
34464	22285
34468	34468
1705	9004
34477	35175
1709	3061
1712	13871
1717	1993
1718	2028
1719	15403
1723	641
1727	1727
1728	1728
1731	896
1732	1732
1735	12455
1738	1738
34506	20738
1739	1326
1740	1739
1744	1744
34513	37696
34509	27386
34516	34516
34519	37696
34512	16050
1756	31885
1760	8909
1766	19442
1775	2258
1777	1777
1780	1780
1781	6195
34550	34550
1795	1795
34571	3984
34573	28461
1806	1806
34578	34578
1815	15099
34603	34603
1835	1835
34611	34611
34612	15583
1845	1845
1852	1852
1853	1853
1859	1859
1862	1853
34639	34640
34640	34640
1873	12240
1875	1875
1877	1493
1885	1526
1890	1890
1896	10955
1897	15353
1898	1898
1899	1899
1900	7916
1901	1901
1902	1902
1903	14892
1904	1904
1905	1905
1906	1906
1907	1907
1908	1908
34675	16297
1909	19568
1913	3866
34683	34684
1915	1915
1917	1917
1919	7900
1920	11662
1923	1923
1925	5060
1927	12968
1932	1932
1934	1934
1935	594
1936	1932
1940	1940
1941	22509
1942	19257
1943	1943
1944	1944
1945	8412
1946	8114
1947	14790
1948	4041
34712	22244
1950	2729
34724	17185
34727	34727
34730	15591
34732	34732
34735	22669
1974	1974
1977	1436
1978	18398
34752	14144
34754	27188
34756	25741
1988	1988
34755	36772
1993	1993
1995	11366
1996	1996
2010	6426
2013	8932
34782	26934
2015	2015
34784	34784
2020	2784
2025	2879
2026	2026
2029	4251
2030	8932
2034	493
2037	15822
2038	2038
2039	2039
2043	2043
2044	2029
2046	8932
407	1621
2062	2062
2063	2063
34833	25205
2071	2071
2074	2074
34846	16088
34847	5184
2078	840
2080	11228
2082	2082
34850	23395
34852	34852
2086	2071
34864	34864
2102	2102
2116	2116
2132	2132
2137	5907
2153	3299
2160	2160
2167	7176
2174	1457
2186	11764
2187	6305
2190	2190
2193	12519
34963	34963
34967	30196
34968	34968
2207	2207
2216	12240
34985	19403
35001	35001
2241	2241
2258	2493
2259	3017
2263	2263
2265	14130
2266	16570
2270	1908
2271	16564
2273	2278
2274	2274
2278	12551
2280	3632
2284	19706
2288	2278
2293	2293
2295	2295
2297	19103
2304	1932
2308	2308
2311	4291
2313	3896
2314	5181
2316	2316
2318	2318
2321	2321
2325	2325
2320	3896
2322	4298
2326	7598
2330	2330
2331	2331
2334	2334
2335	2335
2338	20862
2340	2340
2345	2849
2346	5011
2348	9707
2352	2352
2356	2356
2359	2359
2361	2361
2366	2366
2370	2370
2371	2371
35147	20735
35149	1937
35150	35150
2385	7191
2387	2493
2395	2395
2398	1082
35175	36105
2409	2409
2411	2411
2414	6976
2415	2415
2431	8256
2434	7604
2435	2435
2436	2436
2449	13569
2464	38308
2465	23049
35232	31104
35235	28306
2471	5743
2472	535
2486	25483
35258	35258
2491	6340
35260	28930
2493	2613
2490	2490
2495	5061
2497	2497
35268	1950
2511	2511
2551	1430
2554	2554
35323	2885
2559	2559
35339	35339
35341	35341
2582	6508
35351	32335
2583	7674
2585	6295
2588	7662
2605	2293
2606	36889
2608	32606
2613	2493
2616	13974
2640	2640
2667	20378
2669	2669
2671	17126
2672	2672
2674	12557
2675	2675
2676	2676
2677	2677
2680	2680
2681	2681
2682	2682
2688	1172
2689	2689
2690	11670
2691	5758
2693	15613
2694	18554
2699	14490
2706	6021
2713	11183
2715	2715
2716	2716
2729	2729
2741	11129
2743	26229
2745	2745
2748	2748
2752	17012
35527	35527
2761	2761
2762	2762
2765	2765
2770	2996
2779	2028
2780	2780
2785	2785
2790	8286
2791	2791
2804	2804
2806	20221
2849	2316
2851	1775
2855	2689
2859	9158
2861	3004
2864	2864
2866	2866
2867	2864
2869	2259
2870	1848
2871	9004
2872	1360
2874	15403
2875	2875
2877	1609
35645	35645
2879	12798
2881	2881
2885	27923
2886	3216
2891	6296
2894	2894
2911	7089
2917	30501
2918	5309
2924	4120
2926	2926
2930	1082
2931	2931
35705	29749
2938	9130
2939	9757
2942	2942
2943	9130
2944	2942
2945	14666
2966	2301
2968	2968
35741	20885
2975	9244
2977	12230
35743	38135
35742	32099
2981	2981
2982	2982
2984	873
2993	2869
2994	2994
2996	6879
2998	10197
3001	2861
3003	2493
3004	1848
3006	13619
3009	3009
3011	5279
3012	3016
3016	4819
3017	10197
3020	1655
3021	2861
3022	2861
3034	3034
3043	3017
35815	12647
3058	3058
3059	3059
3061	3061
3062	2409
3086	2879
3092	17374
3093	1326
3095	3022
3130	3130
3135	7176
3142	3142
3143	3143
3149	3149
3153	262
3158	4242
3165	3165
3166	2364
3175	3175
35943	13062
3177	24323
3178	3178
3179	4740
3181	3181
35944	35944
3185	23048
3201	3201
3208	3208
3209	3209
3211	3211
3214	3216
3216	3216
35987	34018
36017	32330
3257	3257
3260	3260
36047	36047
36075	32661
36105	29042
36121	3634
3364	2305
3368	3368
3373	3373
3374	2297
36141	36141
3379	3379
3380	3380
3387	3612
3402	17727
3403	873
3405	920
3412	4959
3415	15423
3420	10778
3423	3423
3428	9617
36198	28047
36203	18867
3436	1283
3435	6872
3440	5283
3443	10281
3446	3446
3454	3454
3462	1430
3468	3468
3494	2551
3499	17808
3502	28239
3518	22203
3520	20066
3521	407
3524	3524
3529	7242
3531	6706
3532	3532
3534	3534
3535	9701
36313	36313
3550	18554
36319	36319
36320	24972
3553	3553
36321	36321
36324	24976
36326	36326
36327	27401
36328	27403
36332	20796
3573	1766
3580	20028
3581	3581
3582	3582
3585	3585
3586	3920
3587	3587
3594	3973
3595	6265
3597	36651
3598	3598
3599	24662
3604	19583
3606	10135
3609	3601
3611	14689
3612	3612
3614	3614
3616	5135
3619	24717
3627	14873
3632	3632
3633	19467
3637	10897
3638	7588
3639	23387
36407	31544
3648	805
3650	3650
3652	3652
36416	19572
3653	15381
3656	15980
3655	7064
3658	28279
3661	3634
3662	3662
3663	1245
3664	20577
3665	7107
3668	36887
3670	3670
3672	3672
3673	6657
3674	28186
3675	3675
3678	3678
3681	3681
3682	3682
3683	3683
3688	11275
3690	3690
